,mean_exp_het,uniq_haps,mean_hap_ct,seg_sites,tajD,adj_LD,mat_sum,uniq_snp_pattern_ct,kelly_z
0,0.18070987654320989,24,1.6666666666666667,81,-0.7697295959463413,0.05079001334147633,386,36,0.07964583015789016
1,0.17618243243243248,24,1.6666666666666667,74,-0.8388494073918633,0.07283958945488722,392,33,0.09473431782809424
2,0.19809131736526944,26,1.5384615384615385,167,-0.5029000886996932,0.14776302052735293,1285,35,0.16795462033886407
3,0.29800458715596334,24,1.6666666666666667,109,1.1011545209546487,0.25451751949120854,1156,34,0.2527983334781764
4,0.23693749999999997,26,1.5384615384615385,100,0.12325033073675715,0.13800353378268934,747,36,0.1524366713521205
5,0.2120170454545455,28,1.4285714285714286,132,-0.276665016627431,0.18686494873267476,1077,36,0.16259755196937642
6,0.13134615384615392,29,1.3793103448275863,104,-1.56491166166255,0.14618301973448966,774,36,0.1292889289261606
7,0.19462349397590364,26,1.5384615384615385,83,-0.5494140984409506,0.07492975227717791,485,33,0.08960050807219715
8,0.23418689320388347,23,1.7391304347826086,103,0.07938377412267383,0.14477774930442466,729,32,0.12716870268115046
9,0.293063725490196,23,1.7391304347826086,204,1.0346375806020152,0.47664925500693156,3086,30,0.4876778808011657
10,0.16094512195121952,30,1.3333333333333333,123,-1.0962592800254314,0.12041064488515234,785,40,0.1086315931253333
11,0.1591666666666667,26,1.5384615384615385,174,-1.1325207012059515,0.15129453588480932,1412,36,0.1607324528950762
12,0.17649809160305346,33,1.2121212121212122,131,-0.8477331977585117,0.15454824731474692,1089,43,0.13751171070455256
13,0.2349624060150376,18,2.2222222222222223,133,0.0923523161357284,0.2503826636684493,1104,26,0.2091265774143458
14,0.19450231481481484,23,1.7391304347826086,108,-0.5556690816242944,0.19358057033556283,949,32,0.19762455199629586
15,0.27684640522875825,24,1.6666666666666667,153,0.7681902892934248,0.2374169299920594,1368,34,0.20379816440576898
16,0.20618459302325584,28,1.4285714285714286,172,-0.37233858893627547,0.1671831426855126,1473,41,0.15150036859213964
17,0.20107954545454546,25,1.6,88,-0.44774396032513464,0.13687371249528354,664,34,0.1279879277542901
18,0.28228609625668444,29,1.3793103448275863,187,0.8588670126201042,0.20321636467793724,1856,40,0.2056867353793818
19,0.1680756578947369,23,1.7391304347826086,152,-0.986130952654337,0.09348046693333005,1260,34,0.11412303540960696
20,0.2345868644067796,26,1.5384615384615385,118,0.08607734514438609,0.15523871787643284,981,35,0.1612721695118571
21,0.35832785087719293,30,1.3333333333333333,228,2.0954417475994083,0.421083669334523,3001,41,0.3971352639249748
22,0.23405487804878047,27,1.4814814814814814,123,0.07761990226783072,0.24737749332950076,1223,37,0.2641080661333953
23,0.26883536585365847,22,1.8181818181818181,205,0.6420383991231801,0.4009580096061381,2635,30,0.367808088181946
24,0.22619281045751635,23,1.7391304347826086,153,-0.048838618831198874,0.14193623811191455,1386,36,0.15775479106567541
25,0.20865107913669068,29,1.3793103448275863,139,-0.3311566097910713,0.1397896293090933,1294,37,0.1737407093648696
26,0.18616279069767444,28,1.4285714285714286,86,-0.6845740740382418,0.07862040617696728,552,35,0.10044282464504617
27,0.2855366161616162,25,1.6,198,0.9122608444996383,0.3337369370703095,2389,38,0.3458080092916991
28,0.1920752427184466,23,1.7391304347826086,103,-0.5937603729863872,0.2142843637875778,879,32,0.19726397793197378
29,0.11727022058823533,26,1.5384615384615385,136,-1.8015091475778005,0.22988953233090761,1291,34,0.22491497827100243
